1.0,235.0,239.0,1200.0,51.49721345186622,230.0,227.0,28500.0,67.3,Drewno
2.0,235.0,270.0,1200.0,74.25309879150782,230.0,260.0,28500.0,76.3,Beczki
3.0,235.0,239.0,1156.0,55.32359657801646,230.0,260.0,28500.0,76.3,Pomarancze
4.0,235.0,239.0,1200.0,65.0870375874068,230.0,260.0,28500.0,26.0,Rteć
5.0,235.0,270.0,1200.0,68.2479952086654,230.0,260.0,28500.0,76.3,Wózek
6.0,235.0,0.0,1200.0,81.2854507397225,0.0,0.0,42000.0,0.0,Przyczepa
7.0,235.0,239.0,1200.0,72.22490491010323,230.0,227.0,28500.0,67.3,Buty
8.0,235.0,270.0,1200.0,51.39504218444826,230.0,260.0,28500.0,76.3,Zabawki
9.0,235.0,239.0,1156.0,75.7558016164841,230.0,260.0,28500.0,76.3,Banany
10.0,235.0,239.0,1200.0,76.99896829096639,230.0,260.0,28500.0,26.0,Sok
11.0,235.0,270.0,1200.0,72.93188169856151,230.0,260.0,28500.0,76.3,Motory
12.0,235.0,0.0,1200.0,79.66501067893793,0.0,0.0,42000.0,0.0,Tir
13.0,235.0,239.0,1200.0,75.75870679561181,230.0,227.0,28500.0,67.3,Czajniki
14.0,235.0,270.0,1200.0,76.95795692139613,230.0,260.0,28500.0,76.3,RTV
15.0,235.0,239.0,1156.0,82.6557591639831,230.0,260.0,28500.0,76.3,Banany
16.0,235.0,239.0,1200.0,54.20689413224765,230.0,260.0,28500.0,26.0,Woda
17.0,235.0,270.0,1200.0,67.84043463343144,230.0,260.0,28500.0,76.3,Podnośnik
18.0,235.0,0.0,1200.0,56.376505106243684,0.0,0.0,42000.0,0.0,Traktor
19.0,235.0,239.0,1200.0,67.21576669101864,230.0,227.0,28500.0,67.3,Drewno
20.0,235.0,270.0,1200.0,69.09678828145061,230.0,260.0,28500.0,76.3,Zabawki
21.0,235.0,239.0,1156.0,62.566209502458904,230.0,260.0,28500.0,76.3,Banany
22.0,235.0,239.0,1200.0,67.00679640515762,230.0,260.0,28500.0,26.0,Rteć
23.0,235.0,270.0,1200.0,73.10912257910181,230.0,260.0,28500.0,76.3,Motory
24.0,235.0,0.0,1200.0,61.71975641566008,0.0,0.0,42000.0,0.0,Traktor
25.0,235.0,239.0,1200.0,71.0321374135611,230.0,227.0,28500.0,67.3,Buty
26.0,235.0,270.0,1200.0,65.94197355716182,230.0,260.0,28500.0,76.3,Zabawki
27.0,235.0,239.0,1156.0,51.27558733589361,230.0,260.0,28500.0,76.3,Kokosy
28.0,235.0,239.0,1200.0,79.7446752354453,230.0,260.0,28500.0,26.0,Sok
29.0,235.0,270.0,1200.0,60.24788418330862,230.0,260.0,28500.0,76.3,Motory
30.0,235.0,0.0,1200.0,50.168848149684344,0.0,0.0,42000.0,0.0,Traktor
31.0,235.0,239.0,1200.0,51.580344592517534,230.0,227.0,28500.0,67.3,Sprzęt Muzyczny
32.0,235.0,270.0,1200.0,62.95905921779155,230.0,260.0,28500.0,76.3,Buty
33.0,235.0,239.0,1156.0,81.63615638081453,230.0,260.0,28500.0,76.3,Pomarancze
34.0,235.0,239.0,1200.0,58.52181613219933,230.0,260.0,28500.0,26.0,Woda
35.0,235.0,270.0,1200.0,69.6598936191115,230.0,260.0,28500.0,76.3,Podnośnik
36.0,235.0,0.0,1200.0,69.18001974069817,0.0,0.0,42000.0,0.0,Przyczepa
37.0,235.0,239.0,1200.0,54.49583381050463,230.0,227.0,28500.0,67.3,Zabawki
38.0,235.0,270.0,1200.0,50.78301302487225,230.0,260.0,28500.0,76.3,Meble
39.0,235.0,239.0,1156.0,72.73220971018722,230.0,260.0,28500.0,76.3,Banany
40.0,235.0,239.0,1200.0,64.21691841052348,230.0,260.0,28500.0,26.0,Woda
41.0,235.0,270.0,1200.0,64.8295817106404,230.0,260.0,28500.0,76.3,Motory
42.0,235.0,0.0,1200.0,64.75992691705473,0.0,0.0,42000.0,0.0,Traktor
43.0,235.0,239.0,1200.0,62.38976316620144,230.0,227.0,28500.0,67.3,Beczki
44.0,235.0,270.0,1200.0,77.08649851024305,230.0,260.0,28500.0,76.3,Drewno
45.0,235.0,239.0,1156.0,79.81967505524524,230.0,260.0,28500.0,76.3,Kokosy
46.0,235.0,239.0,1200.0,65.45430148859538,230.0,260.0,28500.0,26.0,Woda
47.0,235.0,270.0,1200.0,67.50776815893309,230.0,260.0,28500.0,76.3,Podnośnik
48.0,235.0,0.0,1200.0,63.94631574900155,0.0,0.0,42000.0,0.0,Tir
49.0,235.0,239.0,1200.0,77.97942062249507,230.0,227.0,28500.0,67.3,Buty
